canonical_smiles,pchembl_value,assay_description,chembl_id
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.11,Transactivation of PXR in human HepG2 cells,CHEMBL4781699
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3-c3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,5.84,Transactivation of PXR in human HepG2 cells,CHEMBL4747951
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.33,Transactivation of PXR in human HepG2 cells,CHEMBL4756437
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.2,Transactivation of PXR in human HepG2 cells,CHEMBL4793401
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,5.89,Transactivation of PXR in human HepG2 cells,CHEMBL4800479
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Oc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.69,Transactivation of PXR in human HepG2 cells,CHEMBL4798289
O=S(=O)(c1ccc(F)cc1)N1CCCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.6,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4212458
O=S(=O)(c1ccc(F)cc1)N1CCSc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.7,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4210791
O=S(=O)(c1ccc(F)cc1)[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.36,Transactivation of PXR in human HepG2 cells,CHEMBL3907312
O=S(=O)(c1ccc(F)cc1)[C@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.28,Transactivation of PXR in human HepG2 cells,CHEMBL4115190
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,8.1,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL62136
O=[N+]([O-])c1cc(-c2nc(-c3ccncc3)no2)cc([N+](=O)[O-])c1,5.57,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1561576
O=[N+]([O-])c1cnc(Nc2ccc(Cl)cn2)c([N+](=O)[O-])c1,5.89,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1501549
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.3420000000000005,Activation of PXR in human cryopreserved hepatocytes assessed as induction of CYP3A4 | Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis,CHEMBL13828
O=c1nc(Nc2ccc(Br)cc2)sc2ccc([N+](=O)[O-])cc12,5.29,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1336615
OC(c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12)C1CC1,4.32,Activation of PXR (unknown origin),CHEMBL4457613
OCC(S)CS,4.8,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL1597
OCCCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6,Activation of PXR (unknown origin),CHEMBL4469684
OCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6,Activation of PXR (unknown origin),CHEMBL4563301
O[C@H](c1ccccn1)C1(c2ccc(OC(F)(F)F)cc2)CC(F)(F)C1,5.24,Activation of human PXR,CHEMBL3827928
Oc1c(Cl)cc(Cl)c2cccnc12,4.4,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL1200596
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.45,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL290106
Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.58,Activation of PXR (unknown origin),CHEMBL3318968
Oc1oc(-c2ccccc2)nc1/C=N/c1nccs1,4.91,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3190491
[O-][n+]1onc2c1CCc1nnc(-c3ccccc3)cc1-2,5.55,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1430347
[O-][n+]1onc2c3cc(-c4ccccc4)nnc3ccc21,5.83,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1425667
c1ccc(Nc2nc(-c3ccccn3)cs2)cc1,4.13,"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL490592
